cnae_classe;regiao_administrativa;saldo
Comércio varejista de produtos farmacêuticos para uso humano e veterinário;Ribeirão Preto;    -7
Comércio varejista de produtos farmacêuticos para uso humano e veterinário;Santos;  -156
Comércio varejista de produtos farmacêuticos para uso humano e veterinário;São José do Rio Preto;   -32
Comércio varejista de produtos farmacêuticos para uso humano e veterinário;São José dos Campos;   -94
Comércio varejista de produtos farmacêuticos para uso humano e veterinário;São Paulo;    35
Comércio varejista de produtos farmacêuticos para uso humano e veterinário;Sorocaba;    -8
Comércio varejista de tintas e materiais para pintura;Araçatuba;   -15
Comércio varejista de tintas e materiais para pintura;Barretos;     9
Comércio varejista de tintas e materiais para pintura;Bauru;   -15
Comércio varejista de tintas e materiais para pintura;Campinas;  -104
Comércio varejista de tintas e materiais para pintura;Franca;    -2
Comércio varejista de tintas e materiais para pintura;Itapeva;     1
Comércio varejista de tintas e materiais para pintura;Marília;     8
Comércio varejista de tintas e materiais para pintura;Presidente Prudente;   -11
Comércio varejista de tintas e materiais para pintura;Região Administrativa Central;   -18
Comércio varejista de tintas e materiais para pintura;Registro;    -2
Comércio varejista de tintas e materiais para pintura;Ribeirão Preto;   -11
Comércio varejista de tintas e materiais para pintura;Santos;    -9
Comércio varejista de tintas e materiais para pintura;São José do Rio Preto;   -23
Comércio varejista de tintas e materiais para pintura;São José dos Campos;   -31
Comércio varejista de tintas e materiais para pintura;São Paulo;  -182
Comércio varejista de tintas e materiais para pintura;Sorocaba;    -9
Comércio varejista de vidros;Araçatuba;    -1
Comércio varejista de vidros;Barretos;    -2
Comércio varejista de vidros;Bauru;    -9
Comércio varejista de vidros;Campinas;   -51
Comércio varejista de vidros;Franca;    -9
Comércio varejista de vidros;Itapeva;    -5
Comércio varejista de vidros;Marília;   -23
Comércio varejista de vidros;Presidente Prudente;    -5
Comércio varejista de vidros;Região Administrativa Central;    -6
Comércio varejista de vidros;Registro;    -1
Comércio varejista de vidros;Ribeirão Preto;    -3
Comércio varejista de vidros;Santos;   -32
Comércio varejista de vidros;São José do Rio Preto;    -2
Comércio varejista de vidros;São José dos Campos;   -25
Comércio varejista de vidros;São Paulo;  -171
Comércio varejista de vidros;Sorocaba;   -34
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Araçatuba;   -82
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Barretos;   -21
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Bauru;   -81
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Campinas;  -569
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Franca;   -29
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Itapeva;   -19
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Marília;  -109
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Presidente Prudente;   -38
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Região Administrativa Central;   -63
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Registro;   -17
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Ribeirão Preto;   -90
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Santos;   -97
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;São José do Rio Preto;  -115
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;São José dos Campos;  -167
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;São Paulo; -1533
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Sorocaba;  -271
Comércio varejista especializado de equipamentos de telefonia e comunicação;Araçatuba;   -21
Comércio varejista especializado de equipamentos de telefonia e comunicação;Barretos;    23
Comércio varejista especializado de equipamentos de telefonia e comunicação;Bauru;   -43
Comércio varejista especializado de equipamentos de telefonia e comunicação;Campinas;  -216
Comércio varejista especializado de equipamentos de telefonia e comunicação;Franca;   -30
Comércio varejista especializado de equipamentos de telefonia e comunicação;Itapeva;   -16
Comércio varejista especializado de equipamentos de telefonia e comunicação;Marília;     1
Comércio varejista especializado de equipamentos de telefonia e comunicação;Presidente Prudente;   -25
Comércio varejista especializado de equipamentos de telefonia e comunicação;Região Administrativa Central;   -41
Comércio varejista especializado de equipamentos de telefonia e comunicação;Registro;     0
Comércio varejista especializado de equipamentos de telefonia e comunicação;Ribeirão Preto;   -38
Comércio varejista especializado de equipamentos de telefonia e comunicação;Santos;   -61
Comércio varejista especializado de equipamentos de telefonia e comunicação;São José do Rio Preto;   -56
Comércio varejista especializado de equipamentos de telefonia e comunicação;São José dos Campos;   -33
Comércio varejista especializado de equipamentos de telefonia e comunicação;São Paulo;  -543
Comércio varejista especializado de equipamentos de telefonia e comunicação;Sorocaba;   -67
Comércio varejista especializado de equipamentos e suprimentos de informática;Araçatuba;   -18
Comércio varejista especializado de equipamentos e suprimentos de informática;Barretos;    20
Comércio varejista especializado de equipamentos e suprimentos de informática;Bauru;   -34
Comércio varejista especializado de equipamentos e suprimentos de informática;Campinas;  -122
Comércio varejista especializado de equipamentos e suprimentos de informática;Franca;   -23
Comércio varejista especializado de equipamentos e suprimentos de informática;Itapeva;    -5
Comércio varejista especializado de equipamentos e suprimentos de informática;Marília;   -38
Comércio varejista especializado de equipamentos e suprimentos de informática;Presidente Prudente;   -21
Comércio varejista especializado de equipamentos e suprimentos de informática;Região Administrativa Central;   -76
Comércio varejista especializado de equipamentos e suprimentos de informática;Registro;     0
Comércio varejista especializado de equipamentos e suprimentos de informática;Ribeirão Preto;   -50
Comércio varejista especializado de equipamentos e suprimentos de informática;Santos;   -37
Comércio varejista especializado de equipamentos e suprimentos de informática;São José do Rio Preto;   -25
Comércio varejista especializado de equipamentos e suprimentos de informática;São José dos Campos;   -18
Comércio varejista especializado de equipamentos e suprimentos de informática;São Paulo;  -307
Comércio varejista especializado de equipamentos e suprimentos de informática;Sorocaba;   -36
Comércio varejista especializado de instrumentos musicais e acessórios;Araçatuba;    -2
Comércio varejista especializado de instrumentos musicais e acessórios;Barretos;     0
Comércio varejista especializado de instrumentos musicais e acessórios;Bauru;    -5
Comércio varejista especializado de instrumentos musicais e acessórios;Campinas;    -8
Comércio varejista especializado de instrumentos musicais e acessórios;Franca;     0
Comércio varejista especializado de instrumentos musicais e acessórios;Itapeva;     2
Comércio varejista especializado de instrumentos musicais e acessórios;Marília;    -3
Comércio varejista especializado de instrumentos musicais e acessórios;Presidente Prudente;    -4
Comércio varejista especializado de instrumentos musicais e acessórios;Região Administrativa Central;   -10
Comércio varejista especializado de instrumentos musicais e acessórios;Registro;    -1
Comércio varejista especializado de instrumentos musicais e acessórios;Ribeirão Preto;     5
Comércio varejista especializado de instrumentos musicais e acessórios;Santos;     7
Comércio varejista especializado de instrumentos musicais e acessórios;São José do Rio Preto;    -6
Comércio varejista especializado de instrumentos musicais e acessórios;São José dos Campos;    -4
Comércio varejista especializado de instrumentos musicais e acessórios;São Paulo;   -68
Comércio varejista especializado de instrumentos musicais e acessórios;Sorocaba;    -6
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Araçatuba;   -72
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Barretos;    -7
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Bauru;   -12
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Campinas;  -572
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Franca;   -25
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Itapeva;   -87
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Marília;   -85
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Presidente Prudente;   -60
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Região Administrativa Central;   -80
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Registro;    -9
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Ribeirão Preto;  -172
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;Santos;  -107
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;São José do Rio Preto;  -142
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;São José dos Campos;  -141
Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;São Paulo; -1933
